label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
0	770 m^2	0.2436	hamster	Inan, Tony	0.6872	0.5171 mph	None	0.2779	717	Computer Game Design	820	74
1	820 m^2	0.2287	chicken	fABRICE, sAM	-0.0611	1.1991 mph	0.8943	0.4521	918	Applied Mathematics	-145	1208
3	761 m^2	0.8768	pig	Reilly	0.1784	0.7868 mph	0.5272	-0.0033	561	Computer Engineering	240	220
0	5 m^2	0.6018	rabbit	Inan, Tony	0.7588	0.5889 mph	-0.1103	0.4417	562	Computer Game Design	1041	219
1	631 m^2	-0.0058	fish	Chris, Fabrice	-0.0065	1.1237 mph	0.8678	0.8398	248	Data Science	34	1040
1	931 m^2	0.6056	guinea pig	Sam, Lise, Chris, Fabrice	0.3437	0.9637 mph	0.8478	0.9996	2	Computer Science	248	937
1	955 m^2	0.0229	chicken	Chris	0.4464	1.0326 mph	0.8599	0.5635	1	Technology and Information Management	-562	772
2	368 m^2	0.8087	ferret	Andrew	0.9528	-0.0038 mph	-0.0405	0.187	488	Natural Language Processing	851	971
1	1058 m^2	-0.3018	chicken	Sam, Chris	0.1497	0.8972 mph	0.8589	0.8234	131	Technology and Information Management	11	1141
0	137 m^2	0.6734	rat	Vani	0.7328	0.1695 mph	-0.036	0.7549	423	Computer Game Design	793	522
2	248 m^2	?	reptile	Fabrice, Michael, Chris, Lise	0.2921	0.2163 mph	0.129	-0.0147	438	Electrical Engineering	501	384
1	733 m^2	0.0266	chicken	Michael	0.3991	0.6973 mph	0.8863	0.6203	201	Applied Mathematics	-348	795
0	479 m^2	0.6485	hamster	Inan	0.5245	0.0597 mph	0.2288	0.4361	556	Computer Game Design	1134	477
3	472 m^2	0.8476	chicken	Andrew	0.1664	0.5359 mph	0.5848	0.2867	388	Computer Engineering	429	153
1	362 m^2	-0.0331	chicken	Fabrice, Chris, Sam, Michael	-0.3234	0.7147 mph	1.0765	0.6801	486	Computer Science	168	953
0	333 m^2	0.6643	rabbit	Tony, Inan	0.6928	0.4212 mph	-0.1747	0.4919	490	Computer Game Design	1110	724
1	607 m^2	0.021	fish	Chris, Lise	0.3359	0.6936 mph	0.9977	0.5022	?	Computer Science	485	1383
2	101 m^2	1.0799	ferret	Andrew	0.9777	0.2347 mph	0.1082	0.2565	889	Bioinformatics	421	270
0	310 m^2	0.3388	fish	N/A	0.6155	0.3902 mph	-0.0353	0.866	516	Computer Game Design	998	443
1	759 m^2	0.5234	chicken	Fabrice, Chris, Lise, Michael	0.1383	0.9035 mph	1.2141	0.8326	279	Games and Playable Media	327	1078
3	664 m^2	0.1812	pig	Andrew	0.6058	0.8358 mph	0.7911	0.7918	95	Bioengineering	230	355
2	-140 m^2	0.7108	dog	Andrew	0.6069	?	0.3076	-0.1684	769	Biotechnology	797	708
2	194 m^2	0.9448	bird	Andrew	1.017	0.2067 mph	0.4861	0.0684	1141	Biotechnology	327	506
0	270 m^2	0.5373	rabbit	Tony, Inan	0.7322	0.4563 mph	0.3866	0.4222	389	Computer Game Design	927	179
3	889 m^2	0.8303	pig	Eriq	0.1902	0.6705 mph	1.2703	0.4212	518	Robotics Engineering	542	85
1	635 m^2	0.2061	fish	Lise	-0.1271	0.8865 mph	0.8979	1.2149	404	Technology and Information Management	-17	1277
3	652 m^2	0.9103	pig	Eriq	-0.003	0.9114 mph	0.778	0.5681	322	Computer Engineering	583	-178
1	676 m^2	0.0528	chicken	Chris, Fabrice	0.1439	0.7172 mph	0.6567	0.6533	375	Data Science	162	811
2	299 m^2	0.924	reptile	Andrew	0.678	0.1727 mph	-0.0062	0.4301	488	Bioinformatics	585	643
1	593 m^2	0.4429	guinea pig	Michael, Lise, Fabrice	0.0814	0.5383 mph	0.1742	0.7362	278	Computer Science	240	910
3	846 m^2	0.5874	pig	Reilly	0.1342	0.6808 mph	0.8181	0.5862	-282	Games and Playable Media	102	324
1	617 m^2	0.1203	fish	Chris, Sam	-0.0037	0.845 mph	0.5358	0.9665	313	NULL	-272	1096
1	481 m^2	0.2679	fish	Lise, Michael, Sam, Fabrice	0.018	1.1085 mph	0.9554	0.7794	331	Data Science	-395	1250
1	743 m^2	-0.1225	chicken	Chris, Lise	-0.0724	0.8105 mph	0.4324	0.5573	365	Computer Science	181	707
2	212 m^2	0.9046	dog	Andrew	0.6947	0.2621 mph	0.461	-0.056	831	Natural Language Processing	694	533
3	940 m^2	0.7842	pig	Reilly	0.1052	N/A	0.4915	0.1429	562	Games and Playable Media	457	256
0	338 m^2	0.5706	rat	Inan	0.6465	0.3833 mph	0.0324	NULL	934	Computer Game Design	963	282
3	761 m^2	0.6903	pig	Reilly	0.4733	0.9577 mph	0.8033	0.6262	-99	Bioengineering	145	614
1	766 m^2	0.1725	chicken	Chris, Sam	0.0555	1.0422 mph	0.7594	0.7153	117	Applied Mathematics	-198	1353
0	381 m^2	0.6052	rat	Inan, Vani	0.4461	0.1855 mph	-0.0455	0.4922	629	Computer Game Design	1211	217
1	617 m^2	-0.1367	guinea pig	Michael, Fabrice, Lise, Sam	0.0561	0.5188 mph	0.7397	1.0382	419	Data Science	-223	1155
0	327 m^2	0.2491	cat	Inan, Vani	0.5913	0.2456 mph	-0.3015	0.3512	626	Computer Game Design	997	n/a
3	898 m^2	0.4236	pig	Reilly	0.2995	0.8309 mph	0.955	0.3762	506	Bioengineering	405	219
0	398 m^2	0.3725	cat	Tony	1.1952	0.3938 mph	0.0039	0.6843	904	Computer Game Design	1034	179
2	222 m^2	0.5683	ferret	Reilly	0.6604	0.1638 mph	0.3729	0.3783	767	Biotechnology	983	667
0	364 m^2	0.7579	rat	Inan, Vani	0.6095	0.4988 mph	0.052	0.4979	506	Computer Game Design	1191	628
2	-69 m^2	1.1059	dog	Andrew	0.256	0.2528 mph	0.2773	-0.0834	889	Electrical Engineering	778	578
0	None	0.5297	hamster	INAN	0.9973	0.1491 mph	-0.0425	0.5933	477	Computer Game Design	536	925
2	291 m^2	0.9644	reptile	Andrew	0.8039	0.015 mph	0.7723	-0.3969	1236	?	648	471
3	808 m^2	0.9083	pig	Reilly	0.355	0.9257 mph	0.7034	0.2568	445	Computer Engineering	51	217
0	466 m^2	0.4766	hamster	Tony	0.7351	0.235 mph	-0.1089	0.7958	391	Computer Game Design	980	565
3	657 m^2	0.5545	pig	Eriq	0.3124	0.4038 mph	0.722	0.1587	260	Robotics Engineering	3	400
0	27 m^2	0.2519	cat	Inan	0.7123	0.4419 mph	0.3065	0.5136	877	Computer Game Design	916	165
0	61 m^2	0.6465	rabbit	Tony	1.0482	0.4743 mph	-0.3897	0.2191	651	Computer Game Design	1107	521
0	467 m^2	0.4112	rabbit	Inan	0.6193	0.1291 mph	-0.1063	0.6529	586	Computer Game Design	1287	574
1	912 m^2	0.0106	fish	Lise, Sam, Michael	0.5105	0.9323 mph	0.6259	1.3558	541	Statistics	-68	1045
0	189 m^2	0.4502	hamster	Vani, Inan	0.6796	0.4564 mph	-0.1281	0.8799	491	Computer Game Design	1015	651
1	599 m^2	0.2396	fish	Michael, Chris	0.1847	0.8256 mph	0.9184	0.4967	383	Applied Mathematics	-61	675
2	85 m^2	0.5872	ferret	Andrew	0.312	0.2487 mph	0.4114	0.1067	681	Biotechnology	267	843
2	388 m^2	0.7144	guinea pig	Andrew	0.7668	-0.1552 mph	0.7736	-0.1138	1078	Bioinformatics	379	761
2	387 m^2	0.8854	reptile	Andrew	0.4443	0.0739 mph	0.4418	0.7927	979	Bioinformatics	869	705
0	312 m^2	0.2527	rat	Inan, Vani	0.8601	0.1751 mph	-0.4479	0.4432	463	Computer Game Design	1279	474
3	837 m^2	0.5511	pig	Inan	0.5142	0.5878 mph	0.7836	0.2002	210	human computer interaction	81	-283
1	943 m^2	0.2612	chicken	Fabrice, Chris, Sam	-0.139	0.8455 mph	0.6748	0.5372	212	Technology and Information Management	83	887
2	165 m^2	1.0001	reptile	Andrew	0.4745	0.4336 mph	0.2468	0.3055	956	Electrical Engineering	471	725
2	227 m^2	0.6445	dog	Andrew	0.9583	-0.2399 mph	0.3477	-0.0851	1085	Electrical Engineering	789	1006
3	724 m^2	n/a	pig	Reilly	0.3762	0.7404 mph	0.7481	-0.0382	106	Human Computer Interaction	322	195
0	271 m^2	0.6246	cat	Vani	0.7674	0.5624 mph	0.0171	0.7208	557	Computer Game Design	1089	634
2	-65 m^2	0.9247	ferret	Andrew	0.9288	0.2547 mph	0.4573	0.1274	879	Natural Language Processing	521	440
0	600 m^2	0.4599	cat	Vani, Tony	0.5827	0.2621 mph	0.2932	0.653	512	Computer Game Design	671	797
0	97 m^2	0.3033	hamster	Inan, Vani	1.1556	0.3536 mph	0.294	0.8213	475	Computer Game Design	1380	161
2	20 m^2	0.9914	bird	Andrew	0.4646	0.1704 mph	-0.0208	0.0779	693	Natural Language Processing	1008	528
3	689 m^2	0.4386	pig	Eriq		0.5979 mph	0.7056	0.4076	113	Human Computer Interaction	291	-177
2	-109 m^2	0.6324	dog	Andrew	0.5212	0.3238 mph	0.544	-0.0749	882	Biotechnology	662	712
3	666 m^2	0.4012	pig	Eriq	0.1936	0.9939 mph	0.5189	0.2634	424	Bioengineering	303	242
3	868 m^2	0.5778	pig	Eriq	0.6574	0.4937 mph	0.9939	0.3484	13	Bioengineering	313	-226
0	386 m^2	0.6578	rat	Vani, Inan	0.5508	0.3942 mph	-0.191	0.5712	10	Computer Game Design	1032	180
3	702 m^2	0.4924	pig	Eriq	0.1695	0.7408 mph	0.8537	0.7331	-64	Computer Engineering	340	385
2	-32 m^2	1.1189	dog	Andrew	0.6317	0.2125 mph	0.3203	0.2379	830	Natural Language Processing	764	549
3	719 m^2	0.6153	pig	Reilly	0.112	0.9271 mph	0.688	0.5137	9	Human Computer Interaction	631	501
0	247 m^2	0.5688	rat	Vani, Tony	0.9325	0.407 mph	0.1133	0.6662	632	Computer Game Design	1018	374
1	573 m^2	0.3909	chicken	Sam, Chris, Fabrice	-0.0571	1.005 mph	1.1575	0.5486	377	Technology and Information Management	-373	858
0	171 m^2	0.1505	hamster	Vani, Inan	0.6616	0.3344 mph	0.1422	0.5788	445	None	885	655
0	425 m^2	0.368	rat	Vani, Inan	0.8122	0.4905 mph	-0.2413	0.3654	580	Computer Game Design	1142	None
3	1126 m^2	0.3312	pig	Reilly	0.0583	0.7374 mph	0.6059	0.3458	258	Robotics Engineering	105	-40
0	763 m^2	0.6291	Hamster	Tony, Inan	0.9395	0.6396 mph	0.012	1.0928	278	Computer Game Design	741	366
0	338 m^2	0.2998	rabbit	Tony	0.4079	0.6469 mph	0.4516	0.9076	453	Computer Game Design	1103	397
2	-337 m^2	0.9663	bird		0.5667	0.2435 mph	0.366	0.3982	785	NATURAL LANGUAGE PROCESSING	586	556
3	867 m^2	0.6044	pig	Reilly	-0.1106	0.7138 mph	0.8444	0.4121	64	Robotics Engineering	204	349
3	704 m^2	0.527	pig	Eriq	0.2142	0.5292 mph	0.6997	0.3688	403	Computer Engineering	-112	-131
1	674 m^2	0.3703	fish	Chris	0.556	0.5498 mph	0.7477	0.972	294	Computational Media	-128	538
0	343 m^2	0.37	rat	Inan	0.8085	0.3524 mph	-0.1793	0.7269	612	Computer Game Design	1098	567
3	774 m^2	0.3196	pig	Eriq	0.5924	0.6121 mph	0.5178	0.4417	478	Games and Playable Media	388	536
0	308 m^2	0.6459	cat	Inan, Vani	1.4355	0.3538 mph	-0.0546	0.383	1265	Computer Game Design	734	782
1	699 m^2	0.2975	guinea pig	Lise, Fabrice	0.3602	0.9854 mph	1.0295	0.653	462	Computer Science	-2	1641
0	310 m^2	0.1145	rabbit	Tony, Inan	0.8888	0.0707 mph	0.2848	0.9331	605	Computer Game Design	795	627
0	536 m^2	0.6432	rat	Inan	0.3819	0.563 mph	0.0458	0.8319	901	Computer Game Design	1116	297
2	32 m^2	0.9884	ferret	Andrew	0.859	-0.1208 mph	0.4195	0.3751	401	eLECTRICAL eNGINEERING	549	456
3	548 m^2	0.7674	pig	Reilly	0.0891	0.7129 mph	0.5689	0.6146	3	Human Computer Interaction	646	122
2	102 m^2	0.641	reptile	Andrew	0.6107	-0.2487 mph	0.2073	0.2987	497	Natural Language Processing	458	861
3	700 m^2	0.7622	pig	Reilly	0.3591	0.6623 mph	1.101	0.2649	421	Robotics Engineering	169	256
2	-46 m^2	0.9257	ferret	Andrew	0.9112	0.1105 mph	0.3127	0.0824	1027	Natural Language Processing	288	11
0	228 m^2	0.3711	rabbit	Vani, Tony	0.7393	0.5273 mph	0.1047	0.1636	496	Computer Game Design	1432	297
0	333 m^2	0.5781	rat	Tony	0.9714	0.3675 mph	0.0843	0.2919	1182	Computer Game Design	771	671
2	-27 m^2	1.1357	REPTILE	Andrew	0.865	0.238 mph	0.2416	-0.1923	838	Bioinformatics	791	773
2	45 m^2	0.8413	bird	Andrew	0.8575	-0.1335 mph	0.4307	-0.2388	758	Bioinformatics	386	397
1	654 m^2	0.037	guinea pig	Fabrice, Sam, Lise, Michael	-0.198	0.7492 mph	0.789	0.9657	428	Human Computer Interaction	258	803
1	513 m^2	0.1952	Chicken	Chris	-0.0809	0.8772 mph	0.6974	0.7383	206	Applied Mathematics	-194	1064
1	901 m^2	0.0004	fish	Fabrice, Lise, Chris, Michael	-0.2424	1.1535 mph	0.8216	0.8634	342	Computer Science	-210	1190
1	871 m^2	0.11	chicken	Lise	0.4024	1.0656 mph	1.1643	0.8452	415	Data Science	198	659
3	773 m^2	0.709	pig	Fabrice	0.3452	0.8005 mph	0.5633	0.1561	254	Games and Playable Media	389	181
2	74 m^2	0.5795	dog	ANDREW	0.6905	0.131 mph	0.5866	0.4265	985	Bioinformatics	563	620
2	-68 m^2	0.8654	bird	Andrew	0.4061	-0.1176 mph	0.6834	0.1834	1003	Natural Language Processing	338	1061
1	750 m^2	0.1553	guinea pig	Fabrice	0.1415	0.9619 mph	0.9616	0.6426	6	Technology And Information Management	340	410
3	782 m^2	0.8252	pig	Eriq	0.5871	0.3138 mph	1.0753	0.3981	536	Games and Playable Media	418	10
1	598 m^2	0.1946	fish	Chris	0.2841	0.867 mph	0.7942	0.6688	1064	Statistics	-213	834
2	170 m^2	0.8058	ferret	Andrew	0.4383	0.1047 mph	0.2689	0.5577	1009	Biotechnology	661	1017
0	655 m^2	0.4022	hamster	Vani	0.8639	0.1542 mph	0.0505	0.828	717	Computer Game Design	866	176
3	551 m^2	0.7402	pig	Eriq	-0.0175	0.7994 mph	0.487	0.1145	460	Human Computer Interaction	519	268
2	177 m^2	0.862	reptile	Andrew	0.8673	0.1453 mph	0.8428	-0.086	563	?	650	798
0	297 m^2	0.5867	rabbit	Vani, Inan	0.8327	0.3505 mph	-0.0945	0.7245	602	Computer Game Design	1449	137
3	957 m^2	0.7083	pig	Reilly	-0.0584	0.9875 mph	0.5488	0.3051	589	cOMPUTER eNGINEERING	274	414
3	798 m^2	0.4952	pig	Reilly	0.2183	0.8779 mph	0.7939	0.3498	364	Robotics Engineering	42	330
2	-261 m^2	0.9463	ferret	Andrew	0.7725	0.1402 mph	0.2738	0.3315	818	Bioinformatics	401	659
0	628 m^2	0.5351	cat	Inan	1.0538	0.2423 mph	-0.0528	0.8325	477	Computer Game Design	934	597
0	138 m^2	0.5327	cat	vANI, iNAN	1.1589	0.4745 mph	-0.01	0.6957	837	Computer Game Design	616	352
1	822 m^2	-0.0592	guinea pig	Michael, Sam, Chris	-0.0331	1.0337 mph	0.5657	1.0221	220	Statistics	476	850
0	124 m^2	0.6271	hamster	Vani	1.0447	0.3461 mph	0.2253	0.7263	509	Computer Game Design	1063	671
1	480 m^2	0.1584	fish	Michael, Sam, Chris, Fabrice	-0.1458	1.0973 mph	0.7962	0.5863	639	Technology and Information Management	-154	624
2	-19 m^2	0.8234	bird	Andrew	0.554	0.2688 mph	0.4331	0.1198	643	Biotechnology	817	610
2	75 m^2	0.9016	dog	Andrew	1.0779	0.0266 mph	0.3887	0.4236	198	Biotechnology	708	187
3	734 m^2	0.6892	pig	Eriq	-0.0182	0.8499 mph	0.8751	0.5884	398	Bioengineering	2	93
2	154 m^2	0.8241	pig	Andrew	0.7303	0.2758 mph	0.5525	-0.0212	1039	Natural Language Processing	257	442
0	333 m^2	0.1443	cat	Vani, Tony	0.9854	0.4818 mph	-0.1623	0.6886	658	Computer Game Design	889	198
1	786 m^2	0.2684	fish	Michael, Fabrice	0.3035	0.7259 mph	0.5954	0.9601	416	Applied Mathematics	NULL	933
1	965 m^2	0.11	Fish	Reilly	0.3443	0.8541 mph	0.6038	0.9052	302	Technology and Information Management	-587	661
2	390 m^2	1.0102	dog	ANDREW	0.6484	0.0111 mph	-0.1425	0.2152	878	Electrical Engineering	456	681
1	964 m^2	0.5653	RABBIT	Chris	0.0537	0.98 mph	0.8697	0.6842	44	Technology and Information Management	-179	1002
3	718 m^2	0.2987	pig	Eriq	0.462	0.636 mph	0.7206	0.5437	519	Robotics Engineering	123	-168
3	911 m^2	0.4623	pig	Vani, Tony	0.0621	0.818 mph	0.8377	0.1744	158	Robotics Engineering	801	-38
0	480 m^2	0.3159	rabbit	Inan, Vani	1.1462	0.2319 mph	0.326	0.4183	398	computer game design	683	67
2	371 m^2	0.8123	hamster	Andrew	0.8246	-0.0754 mph	0.4453	0.2321	1053	Biotechnology	458	657
3	731 m^2	0.5591	pig	Reilly	0.4931	0.6742 mph	0.8316	0.3946	n/a	Robotics Engineering	297	217
3	1017 m^2	0.6616	pig	eriq	0.7181	0.6685 mph	0.719	-0.0145	407	Games and Playable Media	288	13
3	826 m^2	0.6191	fish	Reilly	0.0336	0.8853 mph	1.2841	0.6313	142	Bioengineering	448	-96
1	930 m^2	-0.0981	chicken	Sam	0.3013	0.8916 mph	0.9457	1.2097	453	Applied Mathematics	-16	941
2	36 m^2	0.4858	ferret	Andrew	0.4812	0.0806 mph	0.4043	0.2137	1096	Bioinformatics	444	595
0	302 m^2	0.6347	hamster	Tony, Inan	0.9381	0.4114 mph	-0.3579	0.6329	528	Computer Game Design	1102	662
1	649 m^2	0.4401	chicken	Lise, Sam, Michael	-0.2432	0.7219 mph	0.1114	1.0428	659	Technology and Information Management	-403	734
3	375 m^2	0.9708	pig	Reilly	0.2228	0.728 mph	0.8237	0.6599	-156	human computer interaction	738	326
0	38 m^2	0.6269	hamster	Vani, Tony	1.0851	0.2992 mph	0.0757	0.6487	640	Computer Game Design	923	499
2	-181 m^2	1.095	bird	Andrew	0.7301	-0.039 mph	0.6624	0.2235	969	N/A	298	781
3	1017 m^2	0.8185	pig	Eriq	0.3656	0.5676 mph	0.544	0.5997	-17	Robotics Engineering	194	-194
3	614 m^2	0.9242	pig	Eriq	0.3211	0.7234 mph	0.9872	0.6223	204	Biotechnology	-111	103
2	320 m^2	1.0445	ferret	Andrew	0.9121	0.2003 mph	0.2562	-0.036	950	Electrical Engineering	759	280
2	308 m^2	1.0325	bird	Andrew	0.8835	-0.0441 mph	0.3809	0.1517	947	Bioinformatics	118	258
0	181 m^2	?	hamster	Inan, Tony	0.8865	0.5681 mph	-0.1119	0.7594	480	Computer Game Design	917	535
1	793 m^2	0.5027	chicken	Sam	0.0655	0.7341 mph	0.5625	0.8512	659	Computational Media	-263	1197
0	172 m^2	0.3912	hamster	Inan, Vani	1.054	0.2682 mph	0.0864	0.1667	692	Computer Game Design	846	428
0	281 m^2	0.668	hamster	Vani	0.943	0.5726 mph	-0.0385	0.2253	614	Computer Game Design	1184	213
0	445 m^2	0.4917	rabbit	Tony	1.1491	0.5668 mph	0.1952	1.1217	1113	Computer Game Design	863	431
0	181 m^2	0.5906	cat	Inan, Tony	1.1775	0.4305 mph	0.0567	0.5247	739	Computer Game Design	891	299
3	814 m^2	0.8283	pig	Reilly	0.4422	0.6617 mph	0.5274	0.6499	334	Computer Engineering	270	65
0	223 m^2	0.6996	rabbit	Vani	0.637	0.6775 mph	-0.1761	0.9857	478	Computer Game Design	1303	649
2	489 m^2	0.7864	fish	Andrew	0.9499	0.2005 mph	0.0125	0.5545	468	Electrical Engineering	545	1069
0	2 m^2	0.2485	hamster	Inan, Tony	0.3625	0.1976 mph	0.0368	0.4933	808	Computer Game Design	1335	111
2	171 m^2	0.8831	dog	Andrew	0.8523	0.0173 mph	0.744	0.0434	918	Electrical Engineering	604	610
0	741 m^2	0.2847	rabbit	Fabrice, Michael, Sam, Lise	0.7285	0.2669 mph	-0.0119	0.946	610	Computer Game Design	968	511
0	369 m^2	0.5469	rabbit	Inan, Tony	0.527	0.1116 mph	0.0627	0.9559	758	Computer Game Design	840	636
3	725 m^2	0.8609	pig	Reilly	0.2094	0.4299 mph	0.7079	0.0155	-140	Robotics Engineering	643	322
1	518 m^2	0.1328	guinea pig	Michael, Fabrice, Lise	0.1833	0.8335 mph	0.7202	0.8203	516	COMPUTER SCIENCE	254	969
0	361 m^2	0.574	RAT	Vani	1.2093	0.4703 mph	0.4517	0.9156	1176	Computer Game Design	812	273
1	724 m^2	0.0147	guinea pig	Sam	-0.2387	1.0236 mph	0.8644	0.8378	-74	Statistics	-49	570
3	412 m^2	0.2648	pig	Eriq	0.1388	0.7182 mph	0.7531	0.1807	375	Robotics Engineering	202	-56
1	851 m^2	0.5806	guinea pig	Sam, Fabrice, Chris	-0.099	0.4826 mph	0.7766	0.9366	396	Statistics	-33	1078
3	615 m^2	0.409	pig	Reilly	0.0647	0.932 mph	0.8602	0.1399	363	Human Computer Interaction	644	-92
0	283 m^2	n/a	rabbit	Tony	1.1118	0.3069 mph	-0.0309	0.7739	1171	Computer Game Design	866	145
0	457 m^2	0.7764		Vani, Inan	0.6762	0.2945 mph	0.2216	0.9816	586	Computer Game Design	1186	400
1	869 m^2	0.2461	chicken	lise	0.3793	0.8602 mph	0.7885	0.9603	339	Computer Science	210	1046
2	18 m^2	0.5799	ferret	Andrew	0.4207	0.0267 mph	None	0.1237	505	Natural Language Processing	689	334
3	1017 m^2	n/a	pig	NULL	0.3253	0.7584 mph	0.8516	0.1362	472	Human Computer Interaction	765	162
1	759 m^2	0.198	fish	Chris	0.3293	0.5201 mph	0.5381	1.2535	187	Computer Science	-77	663
1	587 m^2	-0.2142	guinea pig	Lise, Michael, Chris	-0.0808	0.8201 mph	0.6384	0.5276	-72	Statistics	78	908
0	269 m^2	0.7595	cat	Vani	0.7947	0.5257 mph	-0.1571	0.4756	422	Computer Game Design	903	584
3	1258 m^2	0.7047	pig	Eriq	0.3277	0.4932 mph	0.7472	0.3589	410	Bioengineering	656	-85
3	754 m^2	0.7494	pig	Reilly	-0.0843	0.3552 mph	0.4892	-0.0099	236	Computer Engineering	366	99
1	705 m^2	-0.0094	chicken	Fabrice, Sam, Michael, Chris	-0.1733	0.4619 mph	0.6576	0.8469	562	Computational Media	86	1053
0	323 m^2	0.3731	hamster	Vani, Tony	0.8353	0.5109 mph	0.0909	0.755	880	Computer Game Design	964	638
1	736 m^2	0.363	chicken	Chris, Michael, Sam, Lise	0.363	0.7104 mph	1.0	0.829	424	Computational Media	-153	888
0	450 m^2	0.5276	hamster	Vani, Inan	0.7537	0.5123 mph	0.0341	0.5198	479	Computer Game Design	536	140
3	954 m^2	0.7941	pig	Eriq	0.4794	0.6607 mph	0.7015	0.3574	-281	Bioengineering	299	185
3	742 m^2	0.6675	chicken	Eriq	0.3213	0.8603 mph	0.7345	0.2383	82	Robotics Engineering	164	158
0	408 m^2	0.3526	cat	Vani	0.7424	0.4143 mph	0.2712	0.7869	392	Computer Game Design	1063	215
3	876 m^2	0.5734	pig	Reilly	-0.0016	0.9719 mph	0.7355	0.5432	158	Bioengineering	136	193
1	748 m^2	0.1364	fish	Sam, Fabrice, Michael	0.3295	0.5429 mph	0.9842	0.8017	854	Technology and Information Management	-79	1075
2	-182 m^2	0.8716	bird	Andrew	0.4526	0.2777 mph	0.5417	0.2755	1150	Biotechnology	394	502
2	97 m^2	0.4697	ferret	Andrew	0.7245	0.424 mph	0.2248	0.3102	893	Bioinformatics	649	981
0	402 m^2	0.6151	rabbit	Tony	0.8949	0.5156 mph	-0.0102	0.6331	883	Computer Game Design	907	172
1	633 m^2	0.3613	guinea pig	Michael, Chris, Lise, Sam	0.2228	0.3786 mph	0.9276	0.5067	476	Data Science	196	585
0	535 m^2	0.6584	rabbit	Vani, Inan	0.676	0.3045 mph	-0.1862	0.3934	1079	Computer Game Design	1039	673
2	86 m^2	1.0052	reptile	Andrew	0.6582	0.0444 mph	0.2188	-0.5426	841	Bioinformatics	757	744
0	356 m^2	0.2	cat	Vani	0.9975	N/A	-0.1367	0.4365	583	bIOINFORMATICS	1354	679
1	791 m^2	0.4454	chicken	Michael	0.0729	1.0399 mph	1.0125	0.7577	232	Technology and Information Management	-190	726
0	298 m^2	0.8756	cat	Vani, Tony	0.9716	0.3719 mph	-0.0199	0.7498	323	Computer Game Design	1102	879
0	240 m^2	0.8134	hamster	Vani, Inan	1.0863	0.152 mph	0.267	0.6535	228	Computer Game Design	1239	529
3	NULL	0.3887	fish	Eriq	-0.0095	0.7368 mph	0.698	0.5448	223	Robotics Engineering	400	95
0	432 m^2	0.4447	rat	vANI	1.113	0.3442 mph	-0.1457	0.5101	743	Computer Game Design	745	232
0	342 m^2	0.5267	rat	Tony	0.7533	0.4641 mph	0.0534	0.8711	819	Computer Game Design	1006	656
1	745 m^2	0.3485	chicken	Fabrice, Sam, Michael, Chris	0.3988	0.7605 mph	0.6047	1.0279	691	Statistics	-335	971
0	107 m^2	0.748	cat	Tony	0.625	0.2484 mph	-0.6054	0.4922	256	Computer Game Design	639	489
0	224 m^2	0.706	rabbit	Tony, Vani	0.5579	0.1885 mph	0.2586	0.7297	676	Computer Game Design	1208	236
3	660 m^2	0.6394	pig	Eriq	0.3161	0.3804 mph	0.6257	0.242	454	Computer Engineering	630	81
1	619 m^2	?	NULL	Lise	0.0478	0.6667 mph	1.0738	0.8611	430	Applied Mathematics	20	1240
0	475 m^2	0.4884	rat	Inan	0.7446	0.3786 mph	0.1618	0.4613	455	Computer Game Design	935	647
2	249 m^2	0.3527	ferret	Andrew	0.5759	-0.1246 mph	0.4473	0.132	860	Electrical Engineering	603	655
3	982 m^2	0.5164	pig	Reilly	-0.0709	0.7625 mph	0.8027	0.2434	100	Robotics Engineering	517	84
1	522 m^2	-0.0165	fish	Eriq	0.1954	0.8514 mph	0.7581	0.6169	548	Data Science	172	572
3	913 m^2	0.5434	pig	Reilly	0.6166	0.7682 mph	0.9288	0.1229	-136	Bioengineering	166	232
1	624 m^2	-0.1579	chicken	mICHAEL, sAM, fABRICE	-0.0293	0.7332 mph		0.5997	343	Data Science	188	1013
1	411 m^2	0.012	guinea pig	Eriq	-0.1839	0.823 mph	0.6292	1.2017	538	Statistics	-58	840
3	970 m^2	0.706	pig	Reilly	0.4955	0.7213 mph	0.5357	-0.1713	-232	Human Computer Interaction	446	82
1	565 m^2	0.1277	guinea pig	Chris, Fabrice	0.169	0.8003 mph	1.0372	1.0258	469	Technology and Information Management	246	969
1	852 m^2	0.2538	chicken	Lise	0.1999	0.7194 mph	0.8667	0.569	65	cOMPUTER sCIENCE	2	935
3	813 m^2	0.3723	pig	Reilly	0.3147	0.6918 mph	0.8021	0.0929	247	Bioengineering	575	-173
3	None	0.5513	pig	Reilly	0.5536	0.7649 mph	0.7547	0.1769	304	Bioengineering	287	157
3	1032 m^2	0.569	pig	Reilly	-0.0312	0.7774 mph	0.8536	0.4475	131	Robotics Engineering	819	360
1	984 m^2	0.5959	guinea pig	Sam, Fabrice	0.1979	0.7141 mph	1.0271	0.7667	550	Bioinformatics	239	1307
0	383 m^2	0.3982	hamster	Tony, Inan	0.758	0.2436 mph	-0.0389	0.7498	1044	Computer Game Design	828	361
1	845 m^2	0.0538	guinea pig	Lise	-0.348	0.5285 mph	0.7901	0.9018	559	Statistics	-87	661
